cleaned_text,label
big thanks dana kirim hadiah jadi opsi menarik nih,positif
kendala kok pas nyoba fitur gift daget dana,negatif
dana paket lengkap mantul lah kirim hadiah,positif
kirim hadiah tahun baru lewat dana benar benar bikin hari hari makin seru berwarna,negatif
beres buat kirim hadiah temen asik,negatif
alhamdulillah sekarang kasih hadiah temen makin praktis lewat dana,netral
sekarang kirim hadiah dana luar biasa banget gaes,negatif
emang kendala kalau kirim pakai dana apa dagetnya,netral
top banget tutor kirimnya sesimpel,positif
pernah masalah selama pakai fitur²nya dana,negatif
uda biasa banget pakai dana jadi mantul,netral
big thanks dana nambahin opsi hadiah favorit buat temen,positif
top banget gift hadiah dana suka banget seru terbaik,positif
wih mantap banget kasih hadiah daget dana temen,negatif
fitur baru dana makin bikin happy kirim daget buat temen top banget,positif
wah fitur dana nyaman banget bikin kirim hadiah jadi lebih praktis,netral
fitur kirim hadiah dana wow banget,negatif
was was kalau mau kasih hadiah sekarang dana,negatif
rempong cara kirimnya the best banget,positif
dana selalu punya fitur kirim daget bikin lebih mudah,netral
kirim hadiah jadi amanaman dong,negatif
alhamdulillah berkat dana kirim hadiah jadi lebih mudah praktis mantap betul,positif
nih bikin daget buat temen,negatif
jadi lebih mudah kirim daget dana kawan,netral
fiturnya makin canggih dana selalu update buat,negatif
alhamdulilah daget pas tahunbaru buat kirim,negatif
kendala kirim hadiah selalu lancar pakai dana,positif
jadi banyak opsi nih buat memberi hadiah temen,negatif
dana the best banget semua fiturnya,positif
kirim hadiah pakai fitur dana kaget jelas kendala,positif
wow mantap banget gift hadiahnya nyaman luar biasa,positif
ewallet terbaik dana selalu diandalkan fitur kirim dagetnya,positif
kirim hadiah pakai fitur dana selalu aman aman,positif
seru sih daget keluarga teman,negatif
wow fitur kirim daget dana mantap betul,positif
wah kirim hadiah teman nih big thanks dana,positif
mantul kado praktis buat temen fitur dana,netral
kasih daget mantap temen pas buat hadiah dadakan,negatif
terima kasih dana buat fitur dana kaget praktis,netral
big thanks dana buat fitur dana kagetnya,positif
dana kaget jadi opsi buat hadiah tahun baru nih gess,positif
suka dana banyak kejutannya buat hadiah,positif
alhamdulillah penghujung tahun banyak gift nih fitur dana,positif
aman aman kasih hadiah pakai dana sangat rekomended,positif
kirim hadiah apa serahkan sama dana,negatif
admin info modus penipuan kan,negatif
kebangetan simple nya pakai dana terbaik lah,positif
cek dm admin,positif
admin balikkan dana akun admin salah top up orangnya susah balikkan alasan kendala log in dana,negatif
kak purchase game steam verifikasi keamanan bar tulisan proceed penuh malah halaman input nomor dana berkalikali,negatif
admin cdm,positif
maaf admin mau kapan jawaban mu begini memang seberapa makin sini semakin gjelas admin dah berapa kasus kehilangan uang saldo dana ayolah banyak loh konsumenmu menunggu kepastian akibat saldo raib entah,negatif
semalem aku transaksi dana shopepay transaksinya berhasil kok uangnya masuk shopeepay sekarang,negatif
rb balikkan gaaa nyari uang susah bjir jangan lempar batu sembunyi tangan plis,negatif
sih transaksi pending semua penangannya lemparan sama pihak terkait,negatif
adminn bagaimana caranya ngembaliin saldo dana hilang,negatif
beli paket payment pakai aplikasi bima tercamtum gagal payment dana tercantum sukses saldo terpotong respon solusinya,negatif
kak dana terima kasih saldonya masuk seminggu dm dana,negatif
halo admin mohon bantu follow upnya keluhan nomor pelaporan segera ditangani secepatnya,negatif
halo admin mohon bantu follow upnya keluhan nomor pelaporan segera ditangani secepatnya,negatif
danaku permisi numpang ide gimana kalo dana deteksi pengguna mengirimkan saldo sesama pengguna goks,negatif
ik in,positif
baik lengkapi kirimkan investigasi lebih merusak citra bi menghargai bi selaku pengawas aplikasi tersebut banyak nasabah dirugikan baik materil imateril terimakasih solusi nya,netral
mantul banget bro edukasinya keren parah,netral
hindari cuy biar hidup lancar jaya,positif
wah sip banget infonya bikin sadar,negatif
wih info kayak gini luar biasa banget bro,netral
wih penting banget nih hindari sekarang,positif
wah bahaya sih waspadai banget dah,negatif
au ah pengen beli truk,negatif
alhamdulillah makin sadar biar kecanduan bre,positif
wah info luar biasa banget mantap cuy,netral
lancar jaya kalo hindari toxic begini,negatif
baik baik kalo waspadai bahaya,positif
wah awas cuy jangan kena,positif
era digital memang mengerikan dana punya solusi terbaik lewat edukasi judi online nya,positif
sigap naggapi penipu dana luar biasa sigap menolong,netral
aku mencintai mu dana lebih kau tau memang the best banget dana,positif
jaminan keamanan selalu aman berkat edukasi judi online luar biasa dana,positif
keren banget edukasi judi online nya dana buat melindungi penipuan bikin aman nyaman deh,positif
edukasi judi online buat jaga jaga penipuan tuh mantap banget,negatif
terima kasih dana buat edukasi judi online keren,positif
dana emang ewallet terbaik edukasi judi online nya selalu manjur banget,positif
serius edukasi judi online mantul banget,positif
terima kasih edukasi judi online nya dana ewallet terbaik memang pernah mengecewain,positif
salah menjadikan dana andalan ku dana selalu kasih terbaik,positif
hbsnya motivasi lewat cerita dana selalu seru banget,positif
super seru sekli guys terima kasih dana support semacm,positif
banyak pengalaman dpt moptivasi luar biasa dana,netral
selalu jadi hightlight pembincaraan cerita dana terima kasih dana nyediakan tempat menonton,negatif
topiknya kalah seru topik obrolan dana memang keren,negatif
wow banget dana mau sediakan tempat ngobrol seru cerita dana,negatif
menonton lintas cerita dana begini ditunggu sangat luar biasa obrolan,negatif
nyangka topik obrolannya sangat luar biasa cerita dana,netral
top banget dana nyediakan tempat menonton menonton seru kya gini,positif
menonton senyum senyum ditambah promo dana tambah bikin semangat,positif
obrolan santai seru cerita dana buat dana,negatif
seru banget perbincangan cerita dana cerita dana,netral
bener bener seru banget liat bincang bincang cerita dananya,negatif
terima kasih dana atas menonton luar biasa cerita dana,negatif
menonton berbincang jangan lupa promo dana luar biasa,netral
cerita dana punya pemikiran luar biasa cerita dananya masing masing,netral
bincang bincang bikin terinspirtasi seru banget,netral
asik banget memberi perspektif baru cerita dana,positif
seru banget liat cerita dana bincang bincang,negatif
nyaman banget transaksi dana perlu repot kantor pajak,negatif
alhamdulillah dana bikin transaksi jadi lebih mudah praktis,positif
suka transaksi dana lancar jaya banget,positif
mantul dana bikin transaksi ribet,negatif
terima kasih dana transaksi jadi lebih mudah tinggal klik,negatif
amanaman transaksi dana bikin khawatir,negatif
lancar jaya transaksi lewat dana semuanya beres,positif
transaksi lewat dana teratasi gampang tinggal klik,positif
nyaman banget transaksi dana bayar mana,negatif
terbaik dana transaksi jadi lebih gampang cepat,positif
promo pbb dana bikin bayar pajak lebih hemat,positif
puas banget transaksi lewat dana lancar jaya kendala,positif
terima kasih dana transaksi sekarang pakai antri,negatif
aku seneng banget transaksi dana amanaman,negatif
transaksi lewat dana semua beres ribet,negatif
mantap transaksi dana gampang banget tinggal klik,positif
suka banget transaksi dana nyaman praktis,positif
terima kasih dana transaksi sekarang lancar jaya,positif
alhamdulillah transaksi lewat aplikasi dana jadi lebih mudah,positif
suka dana transaksi jadi ribet sama sekali,netral
tiap hari menarik banget promo seru dana,negatif
topup dpt cash back promo dana makin suka dana,positif
harian berkah banget dana promo dana makin seru,negatif
ngiler banget liat promo dana terbaik banget promonya bikin mau bayar trusss,negatif
nyaman pakai banget penawaran promo dana,negatif
jagoannya promo dana terbaik,positif
juara banget dana kalau masalah promo makin suka dana dehhh,positif
weekend jadi ceria semangat kasih promonya trus dana,negatif
paling tau banget dana bikin semangat pakai promo dana,negatif
ayo ayo semangat ayo promo keren dana nih,negatif
promo bikin bosan pakai dana selalu suka dana promonya,positif
jangan sia siakan promo keren promo terbaik cuma ewallet terbaik,positif
hari bayar pakai promo dana semangat banget dehh jadinya,netral
harian jadi lebih semangat promo kerennya dana,negatif
dana juaranya promo selalu buat semangat hari,positif
wah promo dana selalu bikin semangat,positif
dompet jadi aman karna promo seru dana,negatif
trannnsaksi jadi asik berkat promo dana terima kasih dana,negatif
emang juara promo dana selalu bikin mau blnj trus,positif
transaksi pakai dana jadi makin untung promo dana memang terbaik banget,positif
si buat dana jadi ewallet terbaik sepanjang masa,positif
ide ide inovasi dana jempolan wow banget,positif
keren banget si acara danahack seru pastiny,negatif
kreativitas batas dana tuh mantul,positif
semangat danams emang luar biasa,netral
kasih inoovasi terbaik trus terima kasih dana,positif
kompak trus danams semangat pokokny,positif
trus semangat membangun dana jadi lebh baik,negatif
inovasi batas hasilkan karya luar biasa,positif
wow banget beneran buat pham soal risiko judi online,positif
mantul banget liat passion danams terus berkaya,positif
was was kalau semua sadar dmpak negatif judi online,negatif
top banget cara buat lawan dmpak buruk judi online,positif
danaku terbaik sih mantul cuy,positif
lngkah benarbenar mantap lawan bahaya besar judi online,negatif
info terbaik nih top banget,positif
si baik baik selalu dana kasih paham,positif
paling seru kalau tlpon tu badman kerjain si wkwkwk,negatif
terima kasih dana selalu jadi andalan keamanan pembayaran,positif
alhamdulillah edukasi soal bahaya judi online buat sadar byk orang,positif
pokony berkat mimin semua jadi lebih mudah buat paham,positif
dana kasih paham kali mantap banget mantap sih,negatif
slow admin dana proteksi aman,negatif
ijin share admin bermanfaat banget nh,positif
amanaman pakai dana semangat terus buat timnya,positif
khawatir soal transaksi tim dana emang top banget,positif
puji tuhan dana selalu kasih kemudahan berkat tim terbaik,positif
thanks y miin selalu kasih paham mantul deh,positif
aman aman admin,negatif
semuanya kalau mimin lancar jaya,positif
kalau dana dah kasih paham bakal aman aman,negatif
update trus info keamanan admin biar pd ngerti,negatif
cerita seru tim dana bikin aku makin mantap pakai aplikasi,netral
setia pakai dana timnya selalu bikin solusi lebih baik,positif
masalah selama dana emang wow banget,negatif
paham admin,netral
teratasi semua admin aman,positif
dong admin jg selalu kok,positif
penting buat blum paham top banget admin,positif
aman banget pakai dana big thanks buat semua tim,positif
kagum banget sama usaha tim dana bikin hidup lebih mudah,netral
luar biasa semangat tim dana buat terus jadi andalan,positif
pengalaman pakai dana makin mantul berkat kerja keras timnya,netral
suka banget sama semangat tim dana selalu bikin inovasi,positif
seru banget lihat dedikasi tim dana bikin semuanya lancar,negatif
terima kasih dana selalu kasih solusi amanaman,negatif
mantap parah kompetisi tim dana bikin aku makin nyaman pakai dana,netral
terbaik kalau promo nih,positif
lgsh sikat cashbacknya sih mantul parah,negatif
kalahin promo dana sih,positif
hujan promo terus terusan mantul banget admin,positif
seneng banget tahu usaha tim dana luar biasa,positif
kata dana emang selalu terbaik semua sisi,positif
wow cerita seru tim dana bikin aku makin suka dana,positif
semangat terus tim dana bikin aplikasi makin lancar jaya,positif
jago banget kalau urusan promo dana tuh,negatif
waktunya borong pakai promo dana sih,negatif
nyangka tim dana selalu punya ide top banget,positif
dah kayak kado akhir tahun promo,positif
buset kasih promo nih,positif
hemat parah akhir tahun berkat promo dana,negatif
alhamdulillah dana selalu semangat kasih inovasi luar biasa,positif
big thanks buat tim dana bikin semua seru mantul,positif
nongkrong circle k lebih seru nikmatin promo dana,negatif
seneng maksimal lihat dana terus berkembang jadi terbaik,positif
kagum banget tim dana semangat bikin aplikasi makin nyaman,negatif
seru nya kalau dana kasi promo jumat,positif
luar biasa banget dana selalu punya cara buat jadi ewallet terbaik,positif
kesbeknya si luar biasa admin,netral
mau semua minnn,negatif
auto serbu promnya tinggal pilih,negatif
nasi goreng solaria lebih enak kalau promo dana,netral
promo dana bikin hepi abis,netral
dipilih dipilih promonya pilih hehe,negatif
belanja seu berkat promo dana thanks y admin,positif
nyaman bener kalau promo dana dah nongol,netral
cashbacknya si bikin semangat jajan,netral
akhir tahun penuh promo bingung pilihnya,positif
gokil banyak banget promonya cuy,negatif
fix semua promonya worth it sih,positif
mantap semua admin bingung mau mana,positif
keren banget cerita tim dana semoga makin mantap terus,positif
babat habis dana cs palsunya mantap,positif
sacara danahack emang the best si,positif
dana makin top banget si adain danahack,positif
danahack bukti teamwork dana terbaik,positif
maju terus dana biar makin banyak inovasi baru,positif
bukti kalau dana ewallet terbaik,positif
jamin deh sekarang cs palsu kapok haha,negatif
sikat habs modus cs palsu dana,netral
mantull banget byk tau ttg cs palsu,negatif
mau blng terima kasih dana,negatif
dana emang terbaik peduli sama pengguna,positif
nyaman bgr liat edukasi dana,netral
cs palsu hrus d basmi,netral
semangat terus admin kasih infonya,netral
jan uang waktu kebuang sia sia gengs,positif
seru baca infonya terima kasih y admin,negatif
beres kmren cs palsu lngsung report,positif
cs palsu msti d kasih paham sama ewallet terbaik,positif
dana emang the best edukasi korban pnipuan jadi brkrng,positif
sekarang lebih mudah buat terhindar cs palsu eduksi dana,netral
kalau cs palsu sekarang tinggal d laporin aman,negatif
ttng cs palsu mah tnng tinggal d laporin admin,negatif
mantap admin trus kasih info terbaik biar gapada tergiur sama judol,positif
cuma rugi materi jg kesehatan mental big thanks admin infonya,netral
komitmen dana kasih info positif si mantap kali,positif
aku suka dana jadi ngenalin cs palsu,netral
suka dana s selalu kasi edukasi bermantaat,positif
mending buat nabung si lebih mantul,netral
jan masuk jebaka judol cuy,negatif
mantap berkat dana smua terhindar penipuan,negatif
semua baik baik cs palsu auto laporan,positif
khawatir bkl ketipu cs palsu,netral
terima kasih dana sekarang pham banget sama cs palsu,negatif
sekarang jadi lebih mudah ngenalin cs palsu,netral
berkat edukasi d kasih sama dana jadi was was,netral
soal cs palsu mah aku lprin jadi aman,negatif
waspada terus gais bahaya judol,positif
penting banget biar aman kecanduan terima kasih dana,positif
bantu banget edukasinya top banget dah admin,positif
andalan edukasi terbaik cuma dana,positif
sih aman berkat dana,negatif
nyangka banget apa d kasih sama dana promo keren,negatif
alhamdulillah selalu promo,positif
mantap banget aku semakin happy,positif
wow banget sih promo dana,negatif
promo jumat berkah dana,positif
sangat suka dana selalu memberi promo,positif
dana menghadirkan promo jumat sangat menarik terima kasih,positif
terima kasih dana promo jumatnya bikin main game lebih asyik,negatif
promo jumat dana bikin gaming experience jadi lebih menarik,positif
dana kasih promo jumat bikin semua jadi lebih hemat,negatif
puas promo jumat dana sangat menguntungkan,positif
promo jumat dana luar biasa hemat menyenangkan,negatif
dana punya promo jumat bikin jadi lebih seru,negatif
promo jumat dana sangat memuaskan jadi lebih seru,positif
dana kasih promo jumat bikin semuanya makin asyik the best,positif
suka banget promo jumat dana bikin tambah seru,positif
promo jumat dana bikin semua pengalaman jadi lebih menyenangkan seru banget,positif
terima kasih dana promo jumat super menguntungkan,positif
dana punya promo jumat luar biasa mantap,negatif
promo jumat dana bikin jadi lebih asyik keren cuy,netral
puas banget promo jumat dana hemat seru,negatif
promo jumat dana keren banget terima kasih dana,negatif
maaf kakak cs dana kakak maksud diana aplikasi nya kakak,negatif
kerja timnya luar biasa solid sih,positif
top banget mimin kalau soal info amp edukasi,positif
jan kasih kendor admin infonya biar jera main judol,netral
semangat admin kasih edukasinya,netral
terbaik si dana peduli banget sama generasi bangsa,positif
yuk stay waspada biar aman,negatif
inu kenapaa minnn pulihkannnn dongggg,negatif
aman nyaman lancar jaya deh pakai dana,positif
cara report penipuan gimana g ketipu transfernyake dana,negatif
bsi mah mau tau kak,negatif
gimana verifikasi wajah kok dana bisnis ditarik,negatif
woi dm pernah balas,negatif
kak pdhl saldo ku banyak kok limit seehh,negatif
promo nya banyak uang orang ambil trus pakai,negatif
